Company,ActiveBrand,Headquarters,Continent,Employees,Founded,LeadExecutive,ParentStockTicker,ParentPublicExposure,PrimarySector,PrimarySubSector,ImmigrationDetentionInvolvement,SupportsPrisonLabor,HarmScore,AnnualRevenuesMn,RevenueFiscalYear,Website,Corrections,ImmigrationDetention,PrisonLabor,Financials,Other ,Rank
Rural/Metro,Y,AZ,North America,483,1948,Scott Bartos,n/a,Tier 2 - Investment Firm-Owned,Healthcare,Ambulance Services,n/a,n/a,9,616.00,2017,http://www.ruralmetro.com/,See La Salle Ambulance,n/a,n/a,PrivCo (www.privco.com),https://dealbook.nytimes.com/2011/03/28/warburg-buys-ruralmetro/,547
Troxell Communications,Y,AZ,North America,300,1946,Mike Ruprich,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,Education Services  Materials  & Technology,n/a,n/a,n/a ,64.00,2018,https://www.troxellsolutions.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003795-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,956
National Vitamin,Y,AZ,North America,280,n/a,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Food & Commissary,Commissary,n/a,n/a,n/a ,240.00,2018,http://www.nationalvitamin.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,689
Southwest Microwave,Y,AZ,North America,200,1971,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,n/a ,57.00,2018,http://www.southwestmicrowave.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,989
GlobalMed TeleMedicine,Y,AZ,North America,117,2002,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Medical Equipment,n/a,n/a,n/a ,49.00,2018,https://www.globalmed.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,1029
VirTra,Y,AZ,North America,79,1993,Bob Ferris,VTSI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Personnel,Staff Training,n/a,n/a,11,18.60,2019,https://www.virtra.com/,See website,n/a,n/a,FactSet,n/a,1310
Continental Flooring Company,Y,AZ,North America,45,1979,Kathryn Smith,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a ,22.00,2018,https://www.continentalflooring.com/gerflor-the-flooring-group/,https://www.continentalflooring.com/about-us/,n/a,n/a,PrivCo (www.privco.com),n/a,1254
Energy Systems Design,Y,AZ,North America,40,1988,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a ,9.40,2018,http://esdaz.com/,https://esdaz.com/portfolio/#cbpf=.public#cbp=hvac-replacement-at-six-arizona-prisons,n/a,n/a,PrivCo (www.privco.com),n/a,1440
North American Lubricants Company,Y,AZ,North America,15,1999,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,15.50,2018,http://nalube.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,1348
Justice Systems,Y,AZ,North America,10,1982,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,Arrest  Court  & Probation Data Systems,n/a,n/a,n/a ,2.50,2017,http://www.justicesystems.com/,See website,n/a,n/a,http://correctionalnews.com/wp-content/uploads/2017/04/SEC-Report_17.pdf,https://www.najis.org/sponsors,1502
Oracle,Y,CA,North America,137 000,1977,Safra A. Catz,ORCL,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,9,39 526.00,2019,https://www.oracle.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,n/a,62
AECOM,Y,CA,North America,87 225,1980,Michael S. Burke,ACM,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Architecture & Engineerging,Y,n/a,13,20 173.30,2019,http://www.aecom.com/,http://www.aecom.com/ca/markets/government/justice/,https://worthrises.org/immigration,n/a,FactSet,n/a,121
CBRE,Y,CA,North America,80 000,1906,Robert E. Sulentic,CBRE,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Operations & Management,Procurement  Contracting  & Other Admin Services,n/a,n/a,11,23 894.10,2019,https://www.cbre.com/,FL DOC Spending,n/a,n/a,FactSet,n/a,106
McKesson,Y,CA,North America,78 000,1833,Jonh Hammergren,MCK,Tier 1b - Publicly Traded - Other,Healthcare,Pharmacy,n/a,n/a,8,214 319.00,2019,http://www.mckesson.com/,NYS DOCCS Spending,n/a,n/a,FactSet,n/a,4
Cisco Systems,Y,CA,North America,72 900,1984,Chuck Robbins,CSCO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,9,51 904.00,2019,https://www.cisco.com/,http://www.cisco.com/c/en/us/solutions/industries/government/judicial-corrections.html,n/a,n/a,FactSet,n/a,43
Hewlett Packard,Y,CA,North America,66 000,1939,Meg Whitman,HPQ,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Furnishings  Supplies  & Other Facility Equipment,Y,n/a,10,58 756.00,2019,https://www.hpe.com/us/en/home.html,FL DOC Spending,https://www.theverge.com/2018/6/20/17485238/ice-contract-microsoft-motorola-dell-hp-enterprise-deportation,n/a,FactSet,https://cdn.cnetcontent.com/41/fa/41fa4cca-5519-4fc8-912a-d107cac65333.pdf,39
URS Corp,N,CA,North America,50 000,1951,n/a,ACM,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,13,10 990.70,2014,n/a,TDCJ Spending,n/a,n/a,https://www.sec.gov/Archives/edgar/data/102379/000010237914000017/form10-k.htm#is,http://www.aecom.com/press-releases/aecom-to-acquire-urs-corporation-for-us56-31-per-share-in-cash-and-stock/,191
Avery Dennison,Y,CA,North America,30 000,1977,Mitchell R. Butier,AVY,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,7,7 070.00,2019,http://www.averydennison.com/,https://www.nationalcia.org/corporate-members,n/a,https://www.nationalcia.org/corporate-members,FactSet,n/a,233
Salesforce,Y,CA,North America,29 000,1999,Marc Benioff,CRM,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,8,17 098.00,2020,https://www.salesforce.com,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,n/a,138
Sempra Energy,Y,CA,North America,27 708,1867,Jeffrey W. Martin ,SRE,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,10 829.00,2019,https://www.sempra.com/,See Energy Future Holdings,n/a,n/a,FactSet,n/a,193
Adobe Systems,Y,CA,North America,21 357,1982,Shantanu Narayen,ADBE,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,7,11 171.30,2019,https://www.adobe.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,n/a,187
Molina Healthcare,Y,CA,North America,20 000,1980,Joseph Zubretsky,MOH,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Healthcare,n/a,n/a,9,16 829.00,2019,http://www.molinahealthcare.com,See Pathways,n/a,n/a,FactSet,https://www.businesswire.com/news/home/20150903005803/en/Molina-Healthcare-Acquire-Providence-Human-Services-Providence,141
Smart & Final Stores,Y,CA,North America,12 232,1871,n/a,n/a,Tier 2 - Investment Firm-Owned,Food & Commissary,Commissary,n/a,n/a,8,4 741.70,2018,https://www.smartandfinal.com/,California Spending Data - 2018,n/a,n/a,https://www.sec.gov/Archives/edgar/data/1563407/000104746919001282/a2237977z10-k.htm#dk77201_item_6._selected_financial_data.,https://www.supermarketnews.com/retail-financial/smart-final-becomes-private-company,282
Symantec,Y,CA,North America,11 800,1982,Vincent Pilette,SYMC,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,7,4 762.00,2019,https://www.symantec.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,n/a,280
NetApp,Y,CA,North America,10 300,1992,George Kurian,NTAP,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,9,6 146.00,2019,https://www.netapp.com/us/index.aspx,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,n/a,247
Gilead Sciences,Y,CA,North America,10 000,1987,Daniel O'Day,GILD,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Pharmacy,n/a,n/a,9,22 449.00,2019,http://www.gilead.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,FactSet,n/a,113
Bio Rad Laboratories,Y,CA,North America,8 250,1952,Norman David Schwartz ,BIO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Other,n/a,n/a,10,2 311.70,2019,http://www.bio-rad.com/,https://facts.fldfs.com/Search/PurchaseOrderDetails.aspx?AgencyId=700000&PONo=PO250450&Tab=1,n/a,n/a,FactSet,n/a,361
ServiceNow,Y,CA,North America,8 154,2004,Bill McDermott,NOW,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,8,3 460.40,2019,https://www.servicenow.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,n/a,315
Del Monte Foods,Y,CA,North America,7 800,n/a,Greg Longstreet,n/a,Tier 1b - Publicly Traded - Other,Food & Commissary,Prison Food,n/a,n/a,9,1 400.00,2019,http://www.delmonte.com/,TDCJ Spending,n/a,n/a,https://www.delmontepacific.com/investors/highlights?__hstc=255442967.ddbffbeb1ef84cfac8cacf5f415dec04.1588184502163.1588184502163.1588184502163.1&__hssc=255442967.1.1588184502164&__hsfp=1888786575,https://www.wsj.com/articles/campos-family-to-buy-us-del-monte-cannedfood-unit-1381469622,431
CRC Health Corporation ,Y,CA,North America,6 270,1996,n/a,ACHC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Community Corrections,Residential Programs,n/a,n/a,12,450.00,2014,https://www.crchealth.com/,See Aspen Education Group,n/a,n/a,https://www.behavioral.net/news-item/acadia-completes-acquisition-crc-health-group,n/a,590
OSI Systems,Y,CA,North America,5 763,1987,Deepak Chopra,OSIS,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,n/a,n/a,10,1 182.10,2019,https://www.osi-systems.com/,See American Science & Engineering  Rapiscan Systems,n/a,n/a,FactSet,https://investors.osi-systems.com/node/11641/html,457
PRIDE Industries,Y,CA,North America,5 650,1966,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,326.60,2018,https://prideindustries.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,636
Ace Parking Management ,Y,CA,North America,5 400,1950,John Baumgardner,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Operations & Management,Procurement  Contracting  & Other Admin Services,Y,n/a,n/a ,720.00,2018,https://aceparking.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,525
Language Line Solutions,Y,CA,North America,4 240,n/a,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Operations & Management,Procurement  Contracting  & Other Admin Services,Y,n/a,n/a ,928.60,2015,https://www.languageline.com/,n/a,GovSpend,n/a,PrivCo (www.privco.com),n/a,492
ESRI,Y,CA,North America,3 800,1969,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Data & Information Systems,Arrest  Court  & Probation Data Systems,n/a,n/a,n/a ,1 340.00,2018,http://www.esri.com/,http://www.ijis.org/?page=Member_List,n/a,n/a,PrivCo (www.privco.com),n/a,440
Recology,Y,CA,North America,3 600,1920,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,1 200.00,2018,https://www.recology.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,455
Acco Engineered Systems,Y,CA,North America,3 000,1934,John Aversano,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,944.00,2018,http://www.accoes.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,489
AMN Healthcare,Y,CA,North America,2 980,1985,Susan Salka,AMN,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Healthcare,n/a,n/a,7,2 222.10,2019,https://www.amnhealthcare.com/,See Staff Care,n/a,n/a,FactSet,https://www.amnhealthcare.com/amn-staffing-and-recruitment-brands/,366
ActOne Group,Y,CA,North America,2 600,1978,Janice Bryant Howroyd,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Data & Information Systems,Corrections Data Systems,n/a,n/a,n/a ,2 400.00,2018,https://www.actonegroup.com/,https://www.act1group.com/solutions.aspx#fndtn-business,n/a,n/a,PrivCo (www.privco.com),https://guidebook.com/guide/117198/list/579848/,356
Polycom,Y,CA,North America,2 460,1990,Robert Hagerty,n/a,Tier 2 - Investment Firm-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,8,1 100.00,2017,http://www.polycom.com/,http://www.polycom.com/content/dam/polycom/common/documents/data-sheets/polycom-telejustice-solutions-br-enus.pdf,n/a,n/a,PrivCo (www.privco.com),http://www.polycom.com/company/news/press-releases/2016/20160927.html,463
Omnicell,Y,CA,North America,2 350,1992,Randall Lipps,OMCL,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Medical Equipment,n/a,n/a,6,897.00,2019,https://www.omnicell.com/,See MTS Medication Technologies,n/a,n/a,FactSet,https://www.omnicell.com/News_and_Events/Press_Releases/Omnicell_to_Acquire_MTS_Medication_Technologies_to_Create_a_Leader_in_Medication_Management.aspx,499
Wurth Louis & Company,Y,CA,North America,2 300,1975,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,n/a ,140.00,2018,https://www.wurthlac.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004140-T.pdf,n/a,See corrections source,PrivCo (www.privco.com),https://www.spokanejournal.com/local-news/wurth-louis-co-set-to-open-spokane-valley-store/,792
Palantir,Y,CA,North America,2 000,2003,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,n/a ,750.00,2018,https://www.palantir.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,PrivCo (www.privco.com),n/a,522
Safariland,Y,CA,North America,2 000,1969,Moore Dave,n/a,Tier 2 - Investment Firm-Owned,Equipment,Security Equipment,Y,n/a,15,500.00,2017,http://www.safariland.com/products/,See website,https://worthrises.org/immigration,n/a,PrivCo (www.privco.com),https://www.safariland.com/timeline/our-history-landing.html#sm.0001jzp13tkkjex1sr71t3mi2tisa  http://www.marketwired.com/press-release/warren-kanders-acquire-safariland-leading-manufacturer-products-law-enforcement-1684971.htm,572
Zoom Video Communications,Y,CA,North America,1 702,2011,Eric S. Yuan,ZM,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,8,622.70,2020,https://zoom.us/,See Solutionz,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,https://slate.com/technology/2020/04/zoom-video-communication-prison-pandemic.html,545
Pelican Products,Y,CA,North America,1 600,1976,Lyndon Faulkner,n/a,Tier 2 - Investment Firm-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,9,415.00,2017,http://www.pelican.com/us/en/,http://ajaproductserviceresource.com/,n/a,n/a,PrivCo (www.privco.com),http://www.pelican.com/us/en/about/press-releases/article/behrman-capital-acquires-pelican-products-in-200-million-transaction/,602
Purple Communications,Y,CA,North America,1 500,2002,n/a,n/a,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,n/a,n/a,n/a ,113.00,2018,https://purplevrs.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,827
Acorn Engineering,Y,CA,North America,1 400,1954,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,440.00,2018,https://www.acorneng.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,596
Cosco Fire Protection,Y,CA,North America,1 100,1959,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,165.00,2018,http://www.coscofire.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,756
Ares,Y,CA,North America,800,1992,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a ,112.00,2018,http://www.arescorporation.com/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,830
Gavin de Becker & Associates (dba Mosaic Threat Assessment Systems),Y,CA,North America,780,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,n/a ,55.00,2018,https://gdba.com/,https://gdba.com/how-we-serve-clients/#protecting-government-law-enforcement,n/a,n/a,PrivCo (www.privco.com),https://www.mosaicmethod.com/,999
VIRCO,Y,CA,North America,735,1950,Robert A. Virtue,VIRC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,10,200.70,2019,http://virco.com/,https://www.nationalcia.org/corporate-members,n/a,See corrections source,FactSet,n/a,717
TriTech Software Systems,Y,CA,North America,720,1991,Toney Eales,n/a,Tier 2 - Investment Firm-Owned,Data & Information Systems,Corrections Data Systems,n/a,n/a,7,75.00,2016,http://www.tritech.com/,http://www.ijis.org/?page=Member_List,n/a,n/a,PrivCo (www.privco.com),https://williamblair.com/en/News-Items/2018/May/31/TriTech-Software-Systems-agrees-to-be-recapitalized-by-Bain-Capital.aspx,913
5.11 (Tactical),Y,CA,North America,550,2003,n/a,CODI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Equipment,n/a,n/a,14,310.00,2018,http://www.511tactical.com,http://www.511tactical.com/public-safety/law-enforcement.html,n/a,n/a,PrivCo (www.privco.com),https://www.compassequity.com/companies/5-11-tactical/,643
SYSPRO Impact Software,Y,CA,North America,550,1995,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,n/a ,85.00,2018,https://www.syspro.com/customer_success/us-salt/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003993-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,888
Cogent Systems,N,CA,North America,450,1990,n/a,HO.PA,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Equipment,Y,n/a,12,202.00,2017,n/a,https://cogentid.3m.com/,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,https://www.gemalto.com/press/pages/gemalto-finalizes-the-acquisition-of-3m-s-identity-management-business.aspx,https://www.gemalto.com/press/pages/gemalto-finalizes-the-acquisition-of-3m-s-identity-management-business.aspx,716
Visionary Integration Professionals,Y,CA,North America,400,1996,Jonna Ward,n/a,Tier 4 - Small Privately-Owned,Operations & Management,Procurement  Contracting  & Other Admin Services,Y,n/a,n/a ,58.00,2018,https://www.trustvip.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,982
PC Specialists (dba Technology Integration Group),Y,CA,North America,390,1981,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a ,360.00,2018,https://www.tig.com,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,620
Vanir Construction Management,Y,CA,North America,390,1980,Dorene C. Dominguez,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,85.90,2018,http://www.vanir.com/,https://www.vanir.com/market-segment-page/justice-facilities/,n/a,n/a,PrivCo (www.privco.com),n/a,884
Solutionz,Y,CA,North America,350,2001,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a ,150.00,2019,https://www.solutionzinc.com/,https://www.solutionzinc.com/blog/video-conferencing-in-correctional-facilities,n/a,n/a,PrivCo (www.privco.com),n/a,779
Union Supply Group,Y,CA,North America,350,1991,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Commissary,Y,Y,n/a ,70.00,2018,https://www.unionsupply.com/,See website,https://worthrises.org/immigration,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),https://www.nationalcia.org/corporate-members,936
FFF Enterprises,Y,CA,North America,320,1988,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Healthcare,Pharmacy,n/a,n/a,n/a ,2 200.00,2018,http://www.fffenterprises.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),n/a,367
Roebbelen Contracting,Y,CA,North America,320,1959,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Construction,n/a,n/a,n/a ,295.00,2018,https://www.roebbelen.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,655
Tri-Signal Integration,Y,CA,North America,320,1998,Robert McKibben,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a ,80.00,2018,http://www.tri-signal.com/,https://eldorado.legistar.com/LegislationDetail.aspx?ID=1515590&GUID=2029971A-1776-4D6E-B068-B6F505BE745D&FullText=1,n/a,n/a,PrivCo (www.privco.com),n/a,902
Blackstone Technology Group,Y,CA,North America,320,n/a,Stephen A. Schwarzman,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,n/a ,59.00,2018,https://www.bstonetech.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,975
Lookout Inc,Y,CA,North America,300,2005,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,n/a ,68.00,2018,https://www.lookout.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,PrivCo (www.privco.com),n/a,941
Good Source Solutions,Y,CA,North America,280,1989,Rich Friedlen,n/a,Tier 2 - Investment Firm-Owned,Food & Commissary,Prison Food,Y,n/a,10,260.00,2017,https://www.goodsource.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),https://www.pehub.com/2011/01/evergreen-pacific-buys-good-source-solutions/,677
Coast Citrus Distributors,Y,CA,North America,280,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a ,70.00,2018,https://www.coastcitrus.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,934
LN Curtis & Sons,Y,CA,North America,260,1929,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a ,150.00,2018,http://www.lncurtis.com/,https://www.lncurtis.com/company-history,n/a,n/a,PrivCo (www.privco.com),n/a,776
Lionakis,Y,CA,North America,260,1909,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,31.60,2019,http://www.lionakis.com/,http://gracehebert.com/files/news/Correctional_News_2015_Architect_List.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1145
Sovos Brands,Y,CA,North America,220,2017,Todd Lachman,n/a,Tier 2 - Investment Firm-Owned,Food & Commissary,Prison Food,n/a,n/a,9,110.00,2018,http://www.sovosbrands.com/,See Bottom Line Food Processors,n/a,n/a,PrivCo (www.privco.com),https://www.adventinternational.com/investments/,839
Paper Pak Industries,Y,CA,North America,220,1960,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,76.00,2018,http://www.paperpakapls.com/,https://www.correctionsone.com/company-directory/?filter=U&skip=1,n/a,n/a,PrivCo (www.privco.com),n/a,910
SI Technologies,Y,CA,North America,213,1979,n/a,ARES,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,n/a,n/a,8,19.00,2017,https://www.securityintegrations.com/,NYS DOCCS Spending,n/a,n/a,PrivCo (www.privco.com),https://capstoneheadwaters.com/transactions/capstone-headwaters-advised-si-technologies-its-acquisition-convergint-technologies,1305
Salsbury Industries,Y,CA,North America,210,1936,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,54.00,2018,https://salsburyindustries.com/,http://www.aca.org/ACA_PROD_IMIS/docs/EP_SanAntonio2017.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1005
Behavioral Systems Southwest,Y,CA,North America,210,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Community Corrections,Residential Programs,n/a,n/a,n/a ,41.00,2018,http://behavioralsystemssouthwest.com/,https://www.bop.gov/business/rrc_directory.jsp,n/a,n/a,PrivCo (www.privco.com),n/a,1075
Redwood Toxicology (aka Alere Toxicology),Y,CA,North America,200,1994,n/a,ABT,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Other,n/a,n/a,7,43.90,2007,https://www.redwoodtoxicology.com/,https://www.redwoodtoxicology.com/ffuo,n/a,n/a,PrivCo (www.privco.com),https://mergr.com/redwood-toxicology-laboratory-acquired-by-alere,1062
East Bay Tire Company,Y,CA,North America,180,1946,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,103.00,2018,https://www.eastbaytire.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,842
