Company,ActiveBrand,Headquarters,Continent,Employees,Founded,LeadExecutive,ParentStockTicker,ParentPublicExposure,PrimarySector,PrimarySubSector,ImmigrationDetentionInvolvement,SupportsPrisonLabor,HarmScore,AnnualRevenuesMn,RevenueFiscalYear,Website,Corrections,ImmigrationDetention,PrisonLabor,Financials,Other ,Rank
Brulin Holding Company,Y,IN,North America,190,1935,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,n/a ,95.00,2018,http://bhcinc.com/,https://www.nationalcia.org/corporate-members,n/a,See corrections source,PrivCo (www.privco.com),n/a,863
Petroleum Traders Corp,Y,IN,North America,140,1979,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Utility/Energy,n/a,n/a,n/a ,1 900.00,2018,https://www.petroleumtraders.com/default.aspx,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),https://www.forbes.com/companies/petroleum-traders-corporation/,391
Willoughby Industries,Y,IN,North America,120,1947,Craig E. Alderson,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,32.00,2018,http://www.willoughby-ind.com/,http://www.willoughby-ind.com/PRODUCTS/SecurityFixtures.aspx,n/a,n/a,PrivCo (www.privco.com),n/a,1142
Derby Industries,Y,IN,North America,75,1975,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,27.00,2018,https://www.derbyindustries.com/,https://www.derbyindustries.com/ecommerce/products.cfm?item=Corrections-Jail-Mattresses-c84,n/a,n/a,PrivCo (www.privco.com),n/a,1190
Mayer Fabrics,Y,IN,North America,75,1897,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,n/a ,19.00,2018,http://www.mayerfabrics.com/,https://www.nationalcia.org/corporate-members,n/a,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),n/a,1302
Vohne Liche Kennels,Y,IN,North America,70,1993,Kenneth D. Licklider,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a ,7.00,2018,http://www.vohneliche.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1466
Easywater,Y,IN,North America,40,1986,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,8.00,2018,http://www.easywater.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1451
Terracon Consultants,Y,KS,North America,4 623,1965,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,799.50,2019,http://www.terracon.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%20Office%20Puchase%20Orders,n/a,n/a,PrivCo (www.privco.com),n/a,512
Ferrellgas,Y,KS,North America,4 037,1939,James E. Ferrell,FGP,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,1 684.40,2019,https://www.ferrellgas.com/,California Spending Data - 2018,n/a,n/a,FactSet,n/a,403
DLR Group,Y,KS,North America,1 250,1966,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,262.00,2018,http://www.dlrgroup.com/,http://www.dlrgroup.com/work/?aProjectTypeId=3758,n/a,n/a,PrivCo (www.privco.com),https://www.majorcitieschiefs.com/sponsors.php,673
NIC (aka egov),Y,KS,North America,950,1991,Harry H. Herington,EGOV,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Financial Services,Agency Payment Processing,n/a,n/a,10,354.20,2019,http://www.egov.com,https://www.publicintegrity.org/2014/09/30/15761/prison-bankers-cash-captive-customers,n/a,n/a,FactSet,n/a,622
CJ Foods,Y,KS,North America,420,1985,Tod Morgan,n/a,Tier 2 - Investment Firm-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,9,190.00,2017,http://www.extrudedpetfood.com/,FBOP Spending,n/a,n/a,PrivCo (www.privco.com),https://www.pehub.com/2014/06/j-h-whitney-acquires-c-j-foods/,731
CivicPlus,Y,KS,North America,324,2001,n/a,n/a,Tier 4 - Small Privately-Owned,Personnel,Staff Management Systems,n/a,n/a,n/a ,36.30,2018,https://www.civicplus.com/,http://ajaproductserviceresource.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1107
New Age Industrial,Y,KS,North America,200,1966,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a ,80.00,2018,http://www.newageindustrial.com,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,n/a,n/a,PrivCo (www.privco.com),n/a,900
Brown Industries,Y,KS,North America,180,1946,n/a,n/a,Tier 4 - Small Privately-Owned,Transportation,Agency Transportation,n/a,n/a,n/a ,64.00,2018,http://www.bcvi.com/,https://aja.multiview.com/,n/a,n/a,PrivCo (www.privco.com),n/a,953
Schendel Pest Services,Y,KS,North America,140,1947,n/a,SERV,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Maintenance Services,n/a,n/a,7,14.30,2011,https://www.schendelpest.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310017158%20RFQ3894.pdf,n/a,n/a,PrivCo (www.privco.com),https://www.prnewswire.com/news-releases/terminix-acquires-assets-of-schendel-pest-services-164906866.html,1369
Digitial Office Systems,Y,KS,North America,35,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a ,13.40,2018,http://www.digitalofficesys.com/,https://www.ncjrs.gov/pdffiles1/nij/grants/192735.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1379
Affinis,Y,KS,North America,35,2002,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,n/a,n/a,n/a ,6.50,2019,http://affinis.us/,See Seco Select,n/a,n/a,PrivCo (www.privco.com),n/a,1471
HMN Architects,Y,KS,North America,25,1989,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,5.60,2018,https://hmnarchitects.com/,https://hmnarchitects.com/markets/justice/,n/a,n/a,PrivCo (www.privco.com),n/a,1477
Lexmark International,Y,KY,North America,14 000,1990,Allen Waugerman,001280-SZ,Tier 1b - Publicly Traded - Other,Equipment,Furnishings  Supplies  & Other Facility Equipment,Y,n/a,7,2 750.00,2018,https://www.lexmark.com/en_us.html,FL DOC Spending,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),https://www.cnbc.com/2016/04/19/lexmark-agrees-to-be-acquired-by-apex-technology-pag-asia-capital-for-36b.html,340
Galls,Y,KY,North America,1 000,1968,Michael Wessner,n/a,Tier 2 - Investment Firm-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,14,330.00,2017,http://www.galls.com/,https://www.majorcitieschiefs.com/sponsors.php,n/a,n/a,PrivCo (www.privco.com),https://www.prnewswire.com/news-releases/ci-capital-partners-completes-sale-of-galls-to-charlesbank-300591901.html,630
Summit Energy Services,N,KY,North America,850,1991,n/a,SU-FR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,65.00,2011,http://www.summitenergy.com/,OH DRC Spending,n/a,n/a,https://www.greenbiz.com/news/2011/03/25/schneiders-268m-acquisition-summit-energy-tightens-eeca-market,http://www2.schneider-electric.com/sites/corporate/en/products-services/former-brands/summit/summit.page,952
Appriss (formerly Vine),Y,KY,North America,834,1994,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,Arrest  Court  & Probation Data Systems,n/a,n/a,n/a ,148.00,2018,https://appriss.com/,http://www.ijis.org/?page=Member_List,n/a,n/a,PrivCo (www.privco.com),n/a,782
Conduit Language Specialists,Y,KY,North America,420,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,Procurement  Contracting  & Other Admin Services,Y,n/a,n/a ,87.00,2018,https://conduitlanguage.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,880
Learning House  The,Y,KY,North America,300,2001,Todd Zipper,n/a,Tier 2 - Investment Firm-Owned,Programs & Labor,Education Services  Materials  & Technology,n/a,n/a,8,70.00,2018,http://www.learninghouse.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo (www.privco.com),http://www.weldnorth.com/?products=the-learning-house,935
WireCrafters,Y,KY,North America,210,1967,Stephen Diebold,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a ,54.00,2018,https://www.wirecrafters.com/,https://www.wirecrafters.com/products/wire-partitions-and-cages/holding-cells/,n/a,n/a,PrivCo (www.privco.com),n/a,1007
Grindmaster-Cecilware,Y,KY,North America,200,2009,n/a,ELUX.B-SE,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Kitchen Equipment,n/a,n/a,7,65.00,2017,http://gmcw.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,n/a,n/a,https://dailycoffeenews.com/2017/03/03/electrolux-acquires-grindmaster-cecilware-for-108-million/,n/a,950
Justice AV Solutions,Y,KY,North America,150,1981,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a ,23.00,2018,http://javs.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1242
Metal Production Inc (MPI),Y,KY,North America,110,1980,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,27.00,2018,http://www.metalproductsinc.com/,http://www.4specs.com/s/08/08-3460.html,n/a,n/a,PrivCo (www.privco.com),n/a,1195
Kentucky Alternative Programs,Y,KY,North America,110,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Community Corrections,Probation  Parole  & Other Supervision,n/a,n/a,n/a ,13.40,2018,http://www.kyalternatives.com,https://www.hrw.org/report/2018/02/20/set-fail/impact-offender-funded-private-probation-poor,n/a,n/a,PrivCo (www.privco.com),n/a,1383
Koch Corporation (dba Strong Tower Construction),Y,KY,North America,88,1936,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a ,20.00,2018,https://kochcorporation.com/,OH DRC Spending,n/a,n/a,PrivCo (www.privco.com),https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=6902072,1286
Lusk Mechanical Contractors,Y,KY,North America,40,1991,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,78.00,2018,http://www.theluskgroup.com/,See Lombart Instruments,n/a,n/a,PrivCo (www.privco.com),n/a,908
Combined Public Communications,Y,KY,North America,35,1994,n/a,n/a,Tier 4 - Small Privately-Owned,Telecom,Prison Communications,n/a,n/a,n/a ,30.40,2018,http://www.cpcjail.com/,See website,n/a,n/a,https://www.prisonpolicy.org/phones/financials/2017/2017_CPC_Financials.pdf,n/a,1153
CenturyLink,Y,LA,North America,51 000,1968,Jeffrey Storey,CTL,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Telecom,Prison Communications,Y,n/a,12,22 401.00,2019,http://www.centurylink.com/,http://www.centurylinkcorrections.com/,https://worthrises.org/immigration,n/a,FactSet,n/a,114
Entergy,Y,LA,North America,13 504,1913,Leo P. Denault,ETR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,10 878.70,2019,http://www.entergy.com/,TDCJ Spending,n/a,n/a,FactSet,n/a,192
ABL Management,N,LA,North America,950,1986,n/a,ELIOR-FR,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,n/a,Y,9,57.30,2015,http://www.ablmanagement.com/,See website,n/a,https://www.indeed.com/cmp/Abl-Management/reviews?fcountry=ALL,PrivCo (www.privco.com),https://www.eliorgroup.com/press/press-releases/elior-group-acquires-abl-management-us-corrections-and-higher-education-dining,983
Emerald Correctional Management,Y,LA,North America,750,1989,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,Private Prison Operator,Y,Y,n/a ,15.00,2016,n/a,http://investigate.afsc.org/screens/prisons,https://www.thenation.com/article/private-contractors-enable-trumps-cruelties-border/,Adult private facility operator,PrivCo (www.privco.com),https://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=30646857,1355
Fibrebond,Y,LA,North America,500,1982,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,110.00,2018,http://www.fibrebond.com/,https://aja.multiview.com/,n/a,n/a,PrivCo (www.privco.com),n/a,834
Solar Supply,Y,LA,North America,230,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,130.00,2018,http://www.solarsupply.us/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a,806
Praeses,Y,LA,North America,110,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,Procurement  Contracting  & Other Admin Services,n/a,n/a,n/a ,21.00,2018,http://www.praeses.com/,https://www.praesescsd.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1277
Utility Construction Company ,Y,LA,North America,80,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Utility/Energy,Y,n/a,n/a ,21.00,2018,https://ucspower.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,1280
GraceHebert Architects,Y,LA,North America,40,1967,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,9.40,2018,http://www.gracehebert.com,http://gracehebert.com/files/news/Correctional_News_2015_Architect_List.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1441
General Electric,Y,MA,North America,313 000,1892,H. Lawrence Culp  Jr.,GE,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,Construction  Equipment  & Acquisition Financing,n/a,n/a,9,95 214.00,2019,https://www.ge.com/,See GE Capital  GE Healthcare; FBOP Spending,n/a,n/a,FactSet,http://quotes.wsj.com/GE/financials/annual/income-statement,20
Thermo Fisher Scientific ,Y,MA,North America,70 000,1956,Marc Casper ,TMO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,n/a,n/a,11,25 542.00,2019,https://www.thermofisher.com/,See IntegenX,n/a,n/a,FactSet,https://www.fishersci.com/us/en/products/I9C8KNT5/first-responder-equipment-supplies.html?nav=118212,102
Fidelity,Y,MA,North America,42 000,1946,Abigail Johnson,n/a,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,n/a,n/a,12,20 400.00,2018,https://www.fidelity.com/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,119
Alere,Y,MA,North America,9 700,1991,n/a,ABT,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Other,n/a,n/a,9,2 376.30,2016,https://www.alere.com/,https://www.alere.com/en/home/products-services/toxicology/government.html,n/a,n/a,https://www.sec.gov/Archives/edgar/data/1145460/000119312517194626/d248572d10k.htm#toc248572_11,https://www.genomeweb.com/business-news/abbott-completes-alere-acquisition#.WrrwhYjwY2w,358
New Balance,Y,MA,North America,8 200,1906,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,4 100.00,2018,http://www.newbalance.com/,See Rockport Works,n/a,n/a,PrivCo (www.privco.com),http://www.berkshirepartners.com/berkshire-partners-and-new-balance-holding-complete-acquisition-of-the-rockport-company,300
Akamai,Y,MA,North America,7 650,1998,Frank Thomson Leighton,AKAM,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,9,2 893.60,2019,https://www.akamai.com/,n/a,https://mijente.net/wp-content/uploads/2018/10/WHO%E2%80%99S-BEHIND-ICE_-The-Tech-and-Data-Companies-Fueling-Deportations-_v1.pdf,n/a,FactSet,n/a,337
Lionbridge Technologies ,Y,MA,North America,6 000,1996,John Fennelly,n/a,Tier 2 - Investment Firm-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,Y,n/a,9,640.00,2018,https://www.lionbridge.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),https://higcapital.com/news/release/993,541
eClinicalWorks,Y,MA,North America,5 126,1999,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Healthcare,Medical Records Systems,n/a,n/a,n/a ,550.00,2018,https://www.eclinicalworks.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,557
Kronos,Y,MA,North America,5 076,1977,Aron J. Ain,n/a,Tier 2 - Investment Firm-Owned,Personnel,Staff Management Systems,n/a,n/a,9,1 300.00,2017,https://www.kronos.com/,FL DOC Spending,n/a,n/a,PrivCo (www.privco.com),https://www.wsj.com/articles/blackstone-group-gic-take-stake-in-kronos-1392874958,443
Houghton Mifflin Harcourt,Y,MA,North America,4 500,1880,John J. Lynch Jr.,HMHC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Programs & Labor,Education Services  Materials  & Technology,n/a,n/a,6,1 390.70,2019,http://www.hmhco.com/,http://www.hmhco.com/classroom/shop-by-subject/adult-education/corrections-education,n/a,n/a,FactSet,https://forms.hmhco.com/virtual-catalog/publication/e9a6dc6a#7,435
United Site Services,Y,MA,North America,2 400,1999,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a ,936.00,2018,https://www.unitedsiteservices.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,491
Vertex Pharmaceuticals,Y,MA,North America,2 300,1989,Jeffrey M. Leiden,VRTX,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Pharmacy,n/a,n/a,9,4 006.90,2019,https://www.vrtx.com/,NYS DOCCS Spending,n/a,n/a,FactSet,n/a,303
Public Consulting Group,Y,MA,North America,2 200,1986,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Data & Information Systems,Corrections Data Systems,n/a,n/a,n/a ,330.00,2018,http://www.publicconsultinggroup.com,http://www.publicconsultinggroup.com/technology-consulting/corrections/,n/a,n/a,PrivCo (www.privco.com),n/a,633
Smith & Wesson (aka American Outdoor Brands Corp),Y,MA,North America,2 100,1852,Mark Smith and Brian Murphy,AOBC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Equipment,n/a,n/a,10,638.30,2019,http://www.smith-wesson.com/,See website,n/a,n/a,FactSet,https://www.cnbc.com/2016/12/13/smith-wesson-to-change-name-to-american-outdoor-brands-corp.html,542
Global Partners,Y,MA,North America,1 770,1933,Eric Slifka,GLP,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,6,13 081.70,2019,http://www.globalp.com/,NYS DOCCS Spending,n/a,n/a,FactSet,n/a,168
FLEXcon,Y,MA,North America,1 650,1956,n/a,n/a,Tier 3 - Large Privately-Owned  requires outside financing,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,n/a ,310.00,2018,https://www.flexcon.com/,TDCJ Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a,644
Rockport Group  The,Y,MA,North America,1 120,1971,n/a,n/a,Tier 2 - Investment Firm-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,6,200.00,2017,http://www.rockport.com/,See Rockport Works,n/a,n/a,PrivCo (www.privco.com),http://www.berkshirepartners.com/berkshire-partners-and-new-balance-holding-complete-acquisition-of-the-rockport-company,725
TriMark,Y,MA,North America,790,1998,Jerry Hyman,n/a,Tier 2 - Investment Firm-Owned,Food & Commissary,Kitchen Equipment,n/a,n/a,7,1 776.00,2017,http://www.trimarkusa.com,OH DRC Spending,n/a,n/a,PrivCo (www.privco.com),http://www.fesmag.com/news/15040-centerbridge-partners-to-acquire-trimark-usa,396
NWN,Y,MA,North America,670,1986,Jim Sullivan,n/a,Tier 2 - Investment Firm-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,9,330.00,2017,https://www.nwnit.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),https://www.newstatecp.com/nwn/,632
United Solutions Company,Y,MA,North America,590,1919,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,120.00,2018,http://www.unitedsolutions-plastics.com/,FL DOC Spending,n/a,n/a,PrivCo (www.privco.com),n/a,821
AIS,Y,MA,North America,530,1989,n/a,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,n/a ,165.00,2018,http://www.ais-inc.com/,https://www.roughriderindustries.com/partners-retailers.html,n/a,See corrections source,PrivCo (www.privco.com),n/a,754
Blauer,Y,MA,North America,340,1936,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,70.00,2018,https://www.blauer.com/,See website,n/a,n/a,PrivCo (www.privco.com),https://www.majorcitieschiefs.com/sponsors.php,932
American Alarm,Y,MA,North America,237,1971,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a ,44.20,2018,https://www.americanalarm.com/,California Spending Data - 2018,n/a,n/a,PrivCo (www.privco.com),n/a,1052
Hendrick Manufacturing,Y,MA,North America,220,1952,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,59.00,2018,https://www.hendrickmanufacturing.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003898-T.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,976
Riverdale Mills,Y,MA,North America,210,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,45.00,2018,https://riverdale.com/,https://riverdale.com/products/wirewall/wirewall-high-security-mesh/,n/a,n/a,PrivCo (www.privco.com),n/a,1050
Moduform,Y,MA,North America,170,1976,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,Y,n/a ,16.50,2018,http://moduform.com/,TDCJ Spending,n/a,See corrections source,PrivCo (www.privco.com),n/a,1332
Ahura Scientific,Y,MA,North America,148,2002,n/a,TMO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Technology,Y,n/a,9,45.00,2009,https://www.thermofisher.com/us/en/home/industrial/spectroscopy-elemental-isotope-analysis/portable-analysis-material-id.html,n/a,GovSpend,n/a,PrivCo (www.privco.com),https://ir.thermofisher.com/investors/news-and-events/news-releases/news-release-details/2010/Thermo-Fisher-Scientific-Signs-Agreement-to-Acquire-Leading-Innovator-in-Handheld-Spectrometers-Ahura-Scientific/default.aspx,1047
Channel Fish Processing,Y,MA,North America,140,1934,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a ,55.00,2018,http://channelfish.com/,See Novetta Solutions,n/a,n/a,PrivCo (www.privco.com),n/a,997
AES IntelliNet,Y,MA,North America,110,1974,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Equipment,n/a,n/a,n/a ,30.00,2018,https://aes-corp.com,https://aes-corp.com/product/7479-intelliguard/,n/a,n/a,PrivCo (www.privco.com),n/a,1155
Hampden Engineering,Y,MA,North America,110,1954,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,30.00,2018,http://www.hampden.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1158
Gemini Industries ,Y,MA,North America,110,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,Y,n/a,n/a ,27.00,2018,http://www.geminiindustries.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a,1192
Cains Foods,Y,MA,North America,100,1914,n/a,THS,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Food & Commissary,Prison Food,n/a,n/a,9,80.00,2013,http://www.cainsfoods.com/,NYS DOCCS Spending,n/a,n/a,https://www.prnewswire.com/news-releases/treehouse-foods-inc-announces-acquisition-of-cains-foods-212733451.html,n/a,898
Geode Capital Management,Y,MA,North America,80,2001,n/a,n/a,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,n/a,n/a,12,23.00,2018,https://www.geodecapital.com/,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,n/a,n/a,PrivCo (www.privco.com),n/a,1240
Vanu,Y,MA,North America,70,1998,Andrew Beard,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,n/a ,25.00,2018,http://www.vanu.com/,http://www.vanu.com/solutions/cellular-suppression/,n/a,n/a,PrivCo (www.privco.com),n/a,1224
Donnegan Systems,Y,MA,North America,45,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Furnishings  Supplies  & Other Facility Equipment,n/a,n/a,n/a ,22.00,2018,http://donnegansystems.com/,http://donnegansystems.com/storage-shelving-solutions/public-safety-storage-systems/,n/a,n/a,PrivCo (www.privco.com),n/a,1257
CourtSmart Digital Systems,Y,MA,North America,35,1997,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a ,18.00,2018,https://www.courtsmart.com/,See website,n/a,n/a,PrivCo (www.privco.com),n/a,1312
xFact,Y,MA,North America,30,2000,Amit K. Banerji,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,Corrections Data Systems,n/a,n/a,n/a ,8.00,2018,http://www.xfact.com/,https://www.nationalcia.org/corporate-members,n/a,n/a,PrivCo (www.privco.com),n/a,1453
Eckel Industries,Y,MA,North America,15,1955,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a ,3.90,2018,https://eckelusa.com/,https://aja.multiview.com/,n/a,n/a,PrivCo (www.privco.com),n/a,1496
Lockheed Martin,Y,MD,North America,100 000,n/a,Marillyn A. Hewson,LMT,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,Security Equipment,Y,n/a,15,59 812.00,2019,https://www.lockheedmartin.com/en-us/index.html,n/a,https://truthout.org/articles/the-booming-business-of-border-exclusion/,n/a,FactSet,n/a,38
